County Name,State,Metro Code,OMB County Status,Total Population (civilian non-institutionalized),Total Population (Margin of Error),Disability Population (civilian non-institutionalized),Disability Population (Margin of Error),Percent with a Disability,Gender- Male Disability Rate- Percentage of males reporting a disability,Gender- Female Disability Rate- Percentage of females reporting a disability,Vision- Percentage of individuals reporting a vision difficulty,Hearing- Percentage of individuals reporting a hearing disability,Cognitive- Percentage of individuals reporting a cognitive disability,Mobility- Percentage of individuals reporting a mobility disability,Self Care- Percentage of individuals reporting a self care disability,Independent Living- Percent of individuals reporting a independent living disability,Disability Employment Rate- Percentage of individuals with a reported disability employed in the labor force,Disability Unemployment Rates- Percentage of individuals with a reported disability unemployed in the labor force,Out of the Labor Force Disability Rate- Percentage of individuals with a reported disability not in the labor force,Veteran Disability Rate- Percentage of veterans reporting a disability,Disability Poverty Rate- Percentage of individuals reporting a disability in poverty
Wilson,Texas,1,Metropolitan,44857,227,5799,493,12.9,12.4,13.5,2.1,3.9,5,7,2.9,5.9,37.6,2.2,60.1,25.3,18.8
Winkler,Texas,3,Non core,7469,104,1079,183,14.4,15,13.9,3.1,4.3,5,8.9,3.1,7,44.1,1.3,54.7,39.3,20.5
Wise,Texas,1,Metropolitan,60270,199,10080,561,16.7,17.4,16.1,2.7,5,6.7,10.2,3.4,7.1,38.8,3.5,57.7,32.6,16.3
Wood,Texas,3,Non core,41903,243,9311,662,22.2,23.1,21.4,5,8.3,7.9,12.5,5.1,9.2,29.2,6.8,63.9,37,19.3
Yoakum,Texas,3,Non core,8202,26,978,219,11.9,11.4,12.4,1.2,2.8,4,8.6,2.4,3.9,41.7,0,58.3,28.4,18.1
Young,Texas,3,Non core,18056,134,2873,410,15.9,16.7,15.1,2.9,4.8,5.2,9.7,3,6.4,32.3,3.7,64.1,35.8,20
Zapata,Texas,2,Micropolitan,14274,52,2195,361,15.4,16.1,14.7,5.1,6.3,6.4,7.3,5.2,7.3,30.4,19,50.6,35.9,29
Zavala,Texas,3,Non core,11806,88,2825,368,23.9,21.9,25.8,7.1,5.7,11.9,14.7,5.4,12,24.4,2.1,73.6,41.6,52.6
Beaver,Utah,3,Non core,6383,43,674,135,10.6,12.5,8.5,1.6,4.4,3.6,4.4,1.8,3.5,55.6,0,44.4,38.8,10.2
Box Elder,Utah,1,Metropolitan,50590,138,6140,428,12.1,13,11.3,2.5,4.3,5.3,5.5,2.2,4.4,46.9,11.5,41.6,31.4,19.2
Cache,Utah,1,Metropolitan,116715,290,10163,609,8.7,9.1,8.4,1.7,2.8,4.3,3.6,1.7,3.4,47.1,8.4,44.5,29,17
Carbon,Utah,2,Micropolitan,20711,117,3234,248,15.6,16.2,15,3.1,4.6,6.2,10.1,4,6.6,40,6.1,54,50,20.9
Daggett,Utah,3,Non core,651,115,87,29,13.4,14.7,12.3,2.8,6.5,3.5,6.3,1.2,2.7,43.8,0,56.3,17.1,14.9
Davis,Utah,1,Metropolitan,320325,354,28939,1228,9,9,9.1,1.4,2.9,4,4.3,1.7,4.1,49.1,3.4,47.5,21.7,13.7
Duchesne,Utah,3,Non core,19447,203,1823,142,9.4,10.6,8.1,1.5,3.3,3.9,5.7,1.6,4.1,37.3,0.9,61.8,26.6,17.5
Emery,Utah,3,Non core,10676,52,1691,185,15.8,16,15.7,3.2,5.1,6.1,10,2.8,5.6,34.3,0.9,64.8,43.9,11.9
Garfield,Utah,3,Non core,4841,108,710,105,14.7,15.6,13.7,2.6,6.3,4.1,8,2.2,5.8,43.9,3,53,44.4,25.9
Grand,Utah,3,Non core,9323,22,1052,217,11.3,12.7,9.8,1,3.6,3.2,6.5,1.7,2.9,35.2,7.5,57.3,29.4,33.2
Iron,Utah,2,Micropolitan,46698,142,5347,484,11.5,11.5,11.4,1.1,3.3,4.7,6.8,2.7,6,27.3,7.7,65,34.8,29.6
Juab,Utah,1,Metropolitan,10257,75,1079,152,10.5,10.6,10.4,2,4.3,3.6,5.9,3,5.1,29.8,2.3,67.9,31.5,22.3
Kane,Utah,3,Non core,7110,37,1195,195,16.8,20.4,13.5,4.1,7.3,5.5,8.1,2.2,4.6,42,1.5,56.4,45.2,5.8
Millard,Utah,3,Non core,12430,92,1349,159,10.9,11.5,10.2,1.8,4,4.4,5.4,2.1,4.2,45.6,3.2,51.2,24.9,17.9
Morgan,Utah,1,Metropolitan,10246,43,752,161,7.3,7.9,6.7,1.4,2.4,3,2.7,0.7,2.5,34.9,19.3,45.8,12.1,8
Piute,Utah,3,Non core,1826,139,319,78,17.5,18.7,16,1.9,7,6.8,8.2,5.9,9.9,21.2,0,78.8,36.1,19.7
Rich,Utah,3,Non core,2287,4,333,83,14.6,12.2,16.7,2.9,3.9,6.1,8,3.8,6.1,19.4,0,80.6,21.1,25.1
Salt Lake,Utah,1,Metropolitan,1070940,710,97360,2051,9.1,9,9.2,1.5,2.8,3.9,4.6,1.6,4,43.4,6,50.5,28.6,17
San Juan,Utah,3,Non core,14885,105,2403,277,16.1,15.5,16.7,2.7,5.2,8.1,9.3,3.9,7.7,38.2,4.7,57.1,47.8,34.3
Sanpete,Utah,3,Non core,25686,240,2969,321,11.6,11.3,11.8,2.3,4.1,4.9,5.2,2,4.5,30.3,5.2,64.4,33.9,17.8
Sevier,Utah,3,Non core,20514,114,2425,253,11.8,12.1,11.5,2.3,4.3,4.9,6.4,2.8,5.2,29.8,7,63.2,39.2,23.2
Summit,Utah,2,Micropolitan,38397,70,1940,234,5.1,5.9,4.2,1,2.1,2.3,2.1,0.9,2,53.2,1.7,45.1,16,14.6
Tooele,Utah,1,Metropolitan,60387,160,6190,620,10.3,11.5,9,1.3,3.1,4.4,5.5,1.8,4.5,45.6,4.1,50.3,30.1,13.1
Uintah,Utah,2,Micropolitan,35348,141,3613,453,10.2,9.7,10.7,1.4,3,5,5.6,2.3,5.2,42.4,5.8,51.8,20.9,12.7
Utah,Utah,1,Metropolitan,548331,333,39751,1189,7.2,7.3,7.2,1.1,2.2,3.5,3.3,1.4,3.5,46.1,6.4,47.5,28.2,17.2
Wasatch,Utah,2,Micropolitan,26487,87,1992,270,7.5,9,6,1.2,2.2,3.2,3.8,1.5,3.3,38.1,8.4,53.5,25.3,12.4
Washington,Utah,1,Metropolitan,146773,229,18803,947,12.8,13.2,12.5,2.3,4.6,4.5,6.8,2.6,5.9,39.8,8.1,52.1,35.8,15.3
Wayne,Utah,3,Non core,2704,10,251,59,9.3,9.5,9,1.7,4.6,2.6,5.6,1.8,3.6,26.7,0,73.3,27.9,22.5
Weber,Utah,1,Metropolitan,235865,406,26363,1041,11.2,11.5,10.9,1.9,3.2,4.9,5.7,2.1,5.7,38.8,6.4,54.8,27.7,17.8
Addison,Vermont,3,Non core,36714,118,5023,348,13.7,14.6,12.8,2.8,4.6,5.8,6.6,2.4,5,47.5,6.8,45.6,29.4,19.8
Bennington,Vermont,2,Micropolitan,36104,144,6133,376,17,16.4,17.6,1.6,5.5,7,7.8,3.2,6.8,37.2,7.5,55.2,31,24.3
Caledonia,Vermont,3,Non core,30621,113,5772,412,18.8,17.8,19.8,3.3,6.2,8.9,8.8,4.8,8.7,31.8,7.5,60.7,32.3,19.7
Chittenden,Vermont,1,Metropolitan,158543,226,17085,802,10.8,10.5,11,1.6,3.1,5.3,5.3,2.2,4.7,37.7,9,53.3,23.6,19.8
Essex,Vermont,2,Micropolitan,6207,12,1261,92,20.3,21.2,19.4,3.2,7.4,6.5,10.2,4.3,7,30.3,7.6,62.2,34.3,24.1
Franklin,Vermont,1,Metropolitan,47875,171,6130,412,12.8,13.1,12.5,2.5,4.3,4.8,6.5,2.6,5.4,35.1,3.1,61.8,22.6,17.9
Grand Isle,Vermont,1,Metropolitan,6952,12,841,96,12.1,11.6,12.5,2.4,4.9,5,5.9,2.3,5,31.2,10.4,58.4,28.3,12.4
Lamoille,Vermont,3,Non core,24932,67,2874,322,11.5,13.3,9.8,1.5,3.7,4.8,5.7,2.6,5.3,33.2,6,60.7,26.1,18.7
Orange,Vermont,2,Micropolitan,28842,22,4652,268,16.1,17.7,14.6,2.2,6.2,6.5,7.4,2.5,5.6,45.1,8.2,46.7,34.1,17.4
Orleans,Vermont,3,Non core,26503,179,4211,269,15.9,16.6,15.2,2.9,5.1,6.7,8.8,3.4,6.5,25.2,5.3,69.4,29.8,25.2
Rutland,Vermont,2,Micropolitan,59848,157,9248,515,15.5,16.3,14.6,2.8,5.5,6.1,6.9,2.3,6,34.3,10.2,55.4,34,19
Washington,Vermont,2,Micropolitan,58630,168,6718,454,11.5,11.6,11.3,1.8,4,4.8,5.4,2.2,5.3,34.6,6.1,59.3,22.8,20
Windham,Vermont,3,Non core,43417,105,6660,395,15.3,16,14.7,1.9,4.4,7.6,6.7,3.2,6.3,31.1,7.7,61.1,28.4,23.9
Windsor,Vermont,2,Micropolitan,55269,175,8699,547,15.7,16.3,15.2,2,5.6,6.2,7.9,2.6,6.1,40.3,6,53.8,30.7,20.2
Accomack ,Virginia,3,Non core,32709,221,4065,386,12.4,13.3,11.7,1.8,3.9,4.4,6.9,2.7,5.4,32.3,2.6,65,23.6,22.7
Albemarle ,Virginia,1,Metropolitan,101532,608,9341,660,9.2,9.1,9.3,1.5,3.1,3.3,4.9,1.8,4.2,38.9,4.4,56.7,18.7,18.1
Alleghany ,Virginia,3,Non core,15826,112,2976,288,18.8,20,17.7,3.5,6.7,6.2,10.3,3.2,6.8,28.6,5.6,65.7,43.7,21.3
Amelia ,Virginia,1,Metropolitan,12678,74,1900,367,15,15.3,14.6,2.3,4.7,4.5,8.5,2.1,6.8,36,3.5,60.4,32.2,16.1
Amherst ,Virginia,1,Metropolitan,31970,100,4582,362,14.3,13.4,15.2,2.6,4.6,5,8.1,3.1,5.7,31.5,4.4,64.1,25.4,17.5
Appomattox ,Virginia,1,Metropolitan,15137,75,2568,321,17,16.6,17.3,1.9,4.3,6.7,10.7,4,7.6,27.2,3.5,69.3,21.4,37.5
Arlington ,Virginia,1,Metropolitan,220280,574,11832,729,5.4,5.2,5.5,1.1,1.5,1.9,3.1,1.5,2.6,50.2,8.4,41.4,13.1,14.9
Augusta ,Virginia,1,Metropolitan,70232,505,9821,806,14,13.9,14,1.9,4.2,5.3,7.9,2.5,6,37.6,2.1,60.3,25.3,14.9
Bath ,Virginia,3,Non core,4521,24,661,201,14.6,12.2,16.9,1.9,6.3,5.8,7.6,3.6,6.6,42.1,7.3,50.6,21.9,19.7
Bedford ,Virginia,1,Metropolitan,76027,113,10666,724,14,13.8,14.3,2.1,4,5,7.5,2.9,5.4,32.2,8.5,59.3,27.1,17.3
Bland ,Virginia,3,Non core,5727,474,1010,159,17.6,16.5,18.7,2.4,6.1,6,10.6,1.7,6.4,34.1,7.2,58.7,23.3,10.6
Botetourt ,Virginia,1,Metropolitan,32886,104,4575,437,13.9,15.9,11.9,2.5,6.1,4.6,6.9,2.1,5.1,41.7,5.8,52.5,28.4,13.7
Brunswick ,Virginia,3,Non core,15216,327,2743,283,18,18.9,17.3,2.4,3.9,7,12.5,5.3,8.1,32.1,2,65.9,46.5,26.8
Buchanan ,Virginia,3,Non core,22446,208,5561,383,24.8,25.2,24.4,6.3,8.4,11.4,16.8,6.6,12.3,13.1,3.3,83.6,56.6,26.2
Buckingham ,Virginia,1,Metropolitan,15040,274,2781,305,18.5,16.9,20.1,2.9,4.9,7.1,11.4,4.3,9.6,22.4,2.2,75.3,36.9,24.1
Campbell ,Virginia,1,Metropolitan,54526,136,8090,636,14.8,14.6,15.1,2.4,3.9,5.8,9,3.4,6.8,33.2,4.1,62.7,28.7,23
Caroline ,Virginia,1,Metropolitan,27198,854,3579,374,13.2,15.2,11.3,2.3,3.6,5.4,8,2.4,6,39.2,11,49.8,25.2,13.8
Carroll ,Virginia,3,Non core,29718,37,5311,511,17.9,18.6,17.1,3,5.1,6.9,11.9,5,9.7,19.6,7.2,73.2,35.5,24.6
Charles City,Virginia,1,Metropolitan,7095,18,1065,113,15,15.2,14.8,2.5,3,6.1,8.8,3.4,7.1,25.5,4.7,69.8,17,15.9
Charlotte ,Virginia,3,Non core,12175,95,2605,303,21.4,22.8,20,3.1,4.4,9.1,13.8,4.9,12.3,26.3,2.8,70.9,30.3,30.1
Chesterfield ,Virginia,1,Metropolitan,325417,371,32659,1230,10,9.5,10.5,1.6,2.4,4.4,5.6,2.3,4.7,37.2,7.3,55.6,20.4,13.7
Clarke ,Virginia,1,Metropolitan,14104,103,1549,258,11,11.4,10.6,1,3.5,4.4,5.8,2.9,5,45.7,6.2,48.1,15.4,18.6
Craig ,Virginia,1,Metropolitan,5195,29,1077,284,20.7,19.4,21.9,2,7,7.4,15.3,4.4,14.3,23.6,0,76.4,40.9,17.8
Culpeper ,Virginia,1,Metropolitan,46825,382,4879,455,10.4,10.5,10.3,1.8,2.8,3.5,5.7,1.8,5,30.2,8.1,61.7,23.2,16.8
Cumberland ,Virginia,3,Non core,9859,17,1696,265,17.2,19.5,14.9,3.5,4.5,7.5,9.6,4.5,8.3,28.4,0,71.6,29.6,24.8
Dickenson ,Virginia,2,Micropolitan,15068,132,3696,265,24.5,26.5,22.5,4.3,6.8,11.8,16.5,5.2,13.5,14.8,3.7,81.5,54.3,28.2
Dinwiddie ,Virginia,1,Metropolitan,27685,180,4714,441,17,16,18,2.6,3.6,7.5,11.1,4.1,9.1,33.5,5.6,60.9,28,21.7
Essex ,Virginia,3,Non core,11075,82,1355,200,12.2,12.5,12,1.8,2.2,4.5,8,2.4,5.2,26.3,7.5,66.2,24.3,23.8
Fairfax County,Virginia,1,Metropolitan,1115267,814,73908,1916,6.6,6.4,6.9,1.1,2,2.4,3.3,1.4,3.2,51.4,4.9,43.6,14.9,11.3
Fauquier ,Virginia,1,Metropolitan,67009,160,7179,538,10.7,10.4,11,2,3.1,3.4,5.7,2.4,4.7,45.1,7.5,47.4,17.8,11.8
Floyd ,Virginia,1,Metropolitan,15435,90,2197,406,14.2,13.6,14.9,3.3,4.5,4.7,7.4,3.4,7.2,31.6,6.9,61.5,24.1,18.2
Fluvanna ,Virginia,1,Metropolitan,24710,306,3348,470,13.5,13.2,13.9,2.7,4.3,5.3,7,3.4,5.3,42.4,4,53.6,22.2,15.3
Franklin ,Virginia,1,Metropolitan,55986,133,8503,691,15.2,15.3,15.1,2.6,4.4,5.6,8.4,3.3,6.4,36.1,3.9,60,27.5,22
Frederick ,Virginia,1,Metropolitan,80365,375,9365,724,11.7,12,11.3,2.1,3.5,4.1,6.7,2.7,5,45.4,3.9,50.7,23,13.3
Giles ,Virginia,1,Metropolitan,16774,75,3460,355,20.6,21.2,20.1,3.8,7,8.8,13,4,8.9,29.9,5.7,64.4,30.3,21
Gloucester ,Virginia,1,Metropolitan,36176,205,5099,449,14.1,13.7,14.5,2.1,4.8,5.2,8.4,2.6,6,36.1,6.7,57.2,21.8,11.1
Goochland ,Virginia,1,Metropolitan,20409,217,2383,305,11.7,12.6,10.8,1.4,4.1,4.4,4.5,2,4,52.8,4.8,42.4,26.8,11.3
Grayson ,Virginia,3,Non core,15297,313,2922,271,19.1,20.5,17.8,3.7,5.3,5.8,11.6,5.4,9.9,21.5,3.7,74.8,39.6,26.4
Greene ,Virginia,1,Metropolitan,18728,89,2516,377,13.4,14.7,12.3,1.9,3.3,4.5,7.7,3.2,6.5,40,3.5,56.5,25.2,10.3
Greensville ,Virginia,3,Non core,7564,1334,1587,280,21,21.1,20.9,4.5,4.2,6.7,14.2,5.1,9.2,39.9,8.9,51.1,44.1,28
Halifax ,Virginia,3,Non core,34794,149,6425,523,18.5,19.8,17.2,2.3,4.1,7.5,10.9,4.2,8.9,24.3,5.2,70.5,34.9,28.5
Hanover ,Virginia,1,Metropolitan,100598,182,10088,637,10,10.3,9.8,1.7,2.9,3.8,4.9,2.1,4.7,40.6,7.4,52.1,23.1,11.3
Henrico ,Virginia,1,Metropolitan,316845,297,32373,1238,10.2,9.4,11,1.6,2.5,4.4,5.3,2.4,4.9,38.2,8.7,53.1,21.6,16.6
Henry ,Virginia,2,Micropolitan,51968,193,9667,667,18.6,18.6,18.6,3.3,5.2,7.5,12.5,5,9.4,21.4,4.8,73.8,34.1,25.8
Highland ,Virginia,3,Non core,2244,12,414,97,18.4,25.2,13,2.5,6.1,7.4,10.8,4.7,8.1,45.8,0,54.2,32.2,12.1
Isle of Wight ,Virginia,1,Metropolitan,35270,188,4263,348,12.1,12,12.2,1.9,2.9,3.9,7.3,2.2,5.1,35.6,6.1,58.3,18.9,18.4
James City,Virginia,1,Metropolitan,69082,296,7469,789,10.8,11.4,10.3,1.6,3.6,3.9,5.8,2.2,4.6,39.5,4.3,56.1,18.8,14.2
King and Queen ,Virginia,3,Non core,7106,17,813,173,11.4,11.8,11,1.5,3,4.7,4.8,1.7,4.7,36,0,64,18.1,21.5
King George ,Virginia,3,Non core,24508,160,2662,330,10.9,10.9,10.8,1.3,2.2,4.3,6.8,1.8,4.4,36,9.4,54.7,18,14.5
King William ,Virginia,1,Metropolitan,16038,18,1757,270,11,10.4,11.5,2.1,2.3,4.4,5.8,1.7,4.9,39.4,5.5,55,21.7,12.9
Lancaster ,Virginia,3,Non core,11043,21,1717,207,15.5,16.4,14.8,2,5.7,6.5,8.4,2.3,7.3,21.9,10.5,67.6,27.6,19.1
Lee ,Virginia,3,Non core,23781,818,6133,531,25.8,29,22.6,6.9,9.6,9.4,15.8,6.3,9.1,17.3,3.2,79.5,49.8,26.5
Loudoun ,Virginia,1,Metropolitan,349284,240,18471,883,5.3,4.9,5.6,0.9,1.6,1.9,2.5,1,2.4,55,3.8,41.2,13.4,7.7
Louisa ,Virginia,3,Non core,33888,90,4953,424,14.6,13.3,15.9,2.4,5,6.3,8.3,3.7,6.6,31.2,9,59.7,27.8,15.1
Lunenburg ,Virginia,3,Non core,11191,963,2187,223,19.5,20.9,18.3,3,4.3,7.3,12.7,3.1,7.1,32.6,4.4,63,29,23.9
Madison ,Virginia,3,Non core,12971,98,1651,298,12.7,14.6,11,2.3,4.4,5.1,6.7,2.9,5.6,35.4,3.7,61,21.5,17.4
Mathews ,Virginia,1,Metropolitan,8761,79,1295,297,14.8,17.1,12.8,2,6,5.2,7.1,1.7,4.8,39.3,0,60.7,23.2,6.2
Mecklenburg ,Virginia,3,Non core,30192,281,5737,417,19,20.4,17.7,3,5.2,8,10.8,3.6,9.4,28.2,5,66.8,30.2,22.9
Middlesex ,Virginia,3,Non core,10350,112,1709,221,16.5,16.8,16.2,2.7,5.5,4.1,10.3,2.9,6.9,41.6,17.2,41.3,22.8,13.6
Montgomery ,Virginia,1,Metropolitan,95900,150,8778,676,9.2,8.4,10,1.6,2.8,3.4,4.5,1.7,3.5,36.5,5.1,58.4,24.8,24.5
Nelson ,Virginia,1,Metropolitan,14801,69,2150,304,14.5,15.6,13.5,2.4,3.7,6.1,8.6,3,7.5,25.3,6.5,68.1,30.8,17.4
New Kent ,Virginia,1,Metropolitan,19020,110,2070,334,10.9,12.6,9.2,2.3,3.3,3.4,7,2.3,4.8,39.2,5.8,55.1,21,9.8
Northampton ,Virginia,3,Non core,11886,86,1581,211,13.3,15.3,11.4,2.4,4.6,4.7,6.5,2,4.9,34.1,7.7,58.2,23.3,29.4
Northumberland ,Virginia,3,Non core,12304,19,1874,283,15.2,16.8,13.8,2.6,4.7,3.6,9.1,2.5,5.3,29.3,6.5,64.2,26.9,10
Nottoway ,Virginia,3,Non core,14489,200,2690,360,18.6,19.8,17.4,3.1,3.9,9,9.8,4,9.7,15.6,11.1,73.3,23.9,31.5
Orange ,Virginia,3,Non core,34073,169,4943,560,14.5,15.9,13.2,2.5,4.3,5.9,7.6,3.4,5.8,30.5,7.3,62.2,24.1,16
Page ,Virginia,3,Non core,23648,67,4309,470,18.2,18.7,17.8,3.5,5.6,7.6,11,4.9,9.3,22,4.3,73.7,32.6,22.7
Patrick ,Virginia,3,Non core,18037,122,3432,359,19,18.5,19.6,3.2,5.5,7,13.5,6.3,8.4,24.8,0.8,74.4,29.1,29.4
Pittsylvania ,Virginia,2,Micropolitan,61986,178,10981,573,17.7,18.5,17,2.6,4.6,7,9.8,3.5,7.8,28.8,5.2,65.9,29.7,22.5
Powhatan ,Virginia,1,Metropolitan,25621,322,2426,379,9.5,10.3,8.7,1.1,2.4,3.8,5.3,2.1,4.6,21.7,7.6,70.7,18.8,15.7
Prince Edward ,Virginia,3,Non core,22299,423,2924,356,13.1,12.3,13.8,2.2,2.9,6.3,8,3.4,6.4,22.2,4.4,73.4,26.2,26.9
Prince George ,Virginia,1,Metropolitan,32524,499,4527,454,13.9,13.7,14.1,1.7,3.7,7,7.7,3.3,6.2,33.3,11.3,55.4,28.7,19.8
Prince William ,Virginia,1,Metropolitan,429049,901,29753,1171,6.9,6.6,7.3,1.1,1.8,2.8,3.8,1.5,3.2,49.1,6,44.9,12.7,9.7
Pulaski ,Virginia,1,Metropolitan,33589,142,5610,511,16.7,16.8,16.6,3.5,5.5,6.5,10.3,4.7,7.4,27.1,5.7,67.2,30.8,22.5
Rappahannock ,Virginia,1,Metropolitan,7413,21,891,158,12,10.3,13.7,1.6,4.3,3.3,6.7,2.5,4.3,38.2,0,61.8,15.9,18.6
Richmond County,Virginia,3,Non core,7104,214,1063,241,15,14.8,15.1,1.9,3.3,6.3,9.1,3,6.8,40.1,10.9,49,47.9,18.5
Roanoke County,Virginia,1,Metropolitan,92069,199,10531,649,11.4,11,11.8,2,3.5,3.9,6.4,2.3,4.9,37.1,5.2,57.7,24.3,15
Rockbridge ,Virginia,3,Non core,22265,52,3671,356,16.5,15.8,17.1,2.8,4.8,6.7,8.1,3.1,7.1,28.2,2.9,68.9,34.9,14.5
Rockingham ,Virginia,1,Metropolitan,77411,121,10000,609,12.9,12.8,13,2.7,3.8,4.9,7,3.2,6.6,39.4,8.5,52.1,28.3,16.7
Russell ,Virginia,3,Non core,28019,64,6614,430,23.6,26,21.3,4,8.5,10,14.1,5.8,10.2,15.7,3.6,80.8,46,28.6
Scott ,Virginia,1,Metropolitan,21949,199,5129,322,23.4,24.6,22.1,5.1,7.4,9.8,15.3,5.4,11.2,19.8,4.8,75.4,40.3,31.9
Shenandoah ,Virginia,3,Non core,42272,114,5896,447,13.9,13.8,14.1,2.2,4.9,4.5,7.6,2.5,5.7,39,7.7,53.3,25.1,19.2
Smyth ,Virginia,3,Non core,31198,193,5953,446,19.1,17.2,20.9,4.1,5.5,6.9,11.1,3.5,7.4,25.6,4.2,70.2,31.4,22
Southampton ,Virginia,3,Non core,16872,307,2688,309,15.9,15.5,16.3,2.9,4.2,5.6,10.2,3.4,8.4,24.5,2.8,72.7,27.4,23.6
Spotsylvania ,Virginia,1,Metropolitan,126780,194,14185,866,11.2,11,11.4,1.7,3.1,5,6,2.7,5.8,44.7,4.7,50.6,18.6,13.9
Stafford ,Virginia,1,Metropolitan,131108,956,10427,654,8,7.7,8.2,1,2.3,3.3,3.7,1.8,3.8,49.7,5.6,44.8,13.3,11.2
Surry ,Virginia,3,Non core,6823,17,1040,150,15.2,16.2,14.3,3.2,4.2,4.1,8.9,3.6,6.7,30.7,14.3,54.9,32.2,22.7
Sussex ,Virginia,1,Metropolitan,6626,543,1112,185,16.8,15.2,18.1,2.3,3.3,7.2,11,3.7,10.4,37.1,3.9,59,24.5,31.5
Tazewell ,Virginia,2,Micropolitan,42700,129,10273,660,24.1,24.5,23.6,5.9,7.5,9.9,14.9,5,9.8,25.4,4,70.6,45.5,24.4
Warren ,Virginia,1,Metropolitan,38112,137,4887,455,12.8,12.4,13.2,2.8,3.8,4.8,6.8,2.7,4.8,39.1,5,55.9,23.1,19.4
Washington ,Virginia,1,Metropolitan,54120,140,9878,614,18.3,18.1,18.4,3.9,5.4,7.5,10.8,4,8.6,30,5.2,64.8,34.2,19.6
Westmoreland ,Virginia,3,Non core,17403,114,2967,340,17,19,15.2,3.1,4.4,5.4,11,3.1,7.6,32,4,64,34.6,18.4
Wise ,Virginia,2,Micropolitan,38320,338,9553,512,24.9,26.6,23.3,5.7,8.7,10.3,16,3.9,10.3,20.1,4.3,75.6,53.3,28.5
Wythe ,Virginia,3,Non core,28917,123,5449,394,18.8,20.6,17.1,4.2,6.4,7.4,10.7,4.5,7.6,32.3,7,60.7,29.8,24.6
York ,Virginia,1,Metropolitan,63478,424,6390,530,10.1,9.9,10.2,1.4,3.1,3.8,5.2,1.9,4,49.2,6,44.7,15.9,7.4
Alexandria ,Virginia,1,Metropolitan,146228,435,9105,643,6.2,6.3,6.1,1.1,1.7,2.2,3.3,1.1,2.4,53.6,7.6,38.8,15.1,15
Bristol ,Virginia,1,Metropolitan,17367,75,3603,356,20.7,18.7,22.5,3.1,6.2,8.7,14.8,5.5,11.7,20.4,5.3,74.3,41.4,29.1
Buena Vista ,Virginia,3,Non core,6590,79,897,185,13.6,13.6,13.6,2.5,4.2,6.3,8.1,3.3,8,17.2,3.5,79.3,24.6,28.9
Charlottesville ,Virginia,1,Metropolitan,44706,135,3997,439,8.9,8,9.8,1.8,2,3.9,5.8,2.1,3.9,41,4.3,54.7,24.6,24.4
Chesapeake ,Virginia,1,Metropolitan,218437,1159,21046,917,9.6,9.6,9.7,1.6,2.4,3.8,5.5,2.1,4.8,39.1,5.5,55.5,16.4,12.9
Colonial Heights ,Virginia,1,Metropolitan,17268,119,2758,315,16,14.6,17.1,2.3,4.9,6.5,9.1,3.9,8.9,32.5,9.9,57.6,22.7,17.4
Covington ,Virginia,3,Non core,5556,100,1141,167,20.5,21.3,19.8,2.6,4.7,8,13.4,6.1,7.9,37.8,5.2,57,26,28
Danville ,Virginia,2,Micropolitan,41309,408,8221,557,19.9,20.2,19.6,3.2,4.6,8.8,12.3,4.6,9.7,21.5,8.1,70.4,33.6,29.5
Emporia ,Virginia,3,Non core,5457,113,1189,215,21.8,16.3,26.4,3,4.6,7.8,14.8,3,9.8,20.3,13.9,65.8,21.4,42
Fairfax city,Virginia,1,Metropolitan,22898,165,1838,264,8,6.8,9.2,1.2,2.5,2.2,4.1,1.1,3.6,46.3,10.4,43.3,14.5,8.7
Falls Church ,Virginia,1,Metropolitan,13211,55,904,196,6.8,5.7,7.9,1.1,2.5,2.9,4,1.2,2.6,52.2,4,43.8,19.4,1.2
Franklin ,Virginia,3,Non core,8327,86,947,164,11.4,12.6,10.4,1.7,2.8,4.7,8.1,2.8,6.5,26.6,2.1,71.3,24.9,17.3
Fredericksburg ,Virginia,1,Metropolitan,27148,121,2648,387,9.8,9.6,9.9,1.8,3.1,3.9,4.1,1.9,3.8,34.7,13.5,51.8,19.8,31.6
Galax ,Virginia,3,Non core,6586,116,1413,263,21.5,19.7,23.1,6.4,6.6,7.8,8.7,5,8.7,10.8,7,82.2,39.6,31.6
Hampton ,Virginia,1,Metropolitan,131770,527,16531,863,12.5,12.4,12.7,2.2,3,4.6,7.8,2.6,6.1,35.8,8,56.1,19.1,17.6
Harrisonburg ,Virginia,1,Metropolitan,50672,199,3783,428,7.5,6.9,8,1.2,2.1,3,4.1,1.6,3.1,46.6,4.2,49.2,30.1,32.1
Hopewell ,Virginia,1,Metropolitan,21948,131,4236,506,19.3,16.3,22,2.7,4.9,9.1,11.2,4.6,11.3,18.6,15,66.4,31.5,25.3
Lexington ,Virginia,3,Non core,5643,392,639,415,11.3,12.7,9.6,1.3,2.4,6.1,6.8,1.4,4,13.3,0,86.7,36.6,17.9
Lynchburg ,Virginia,1,Metropolitan,76635,274,9588,693,12.5,12.5,12.5,2.4,2.8,5.2,6.8,2.7,6.5,34.5,5,60.5,26.4,29
Manassas ,Virginia,1,Metropolitan,40689,37,3235,430,8,7.1,8.8,1.6,2,3.8,3.7,1.4,3.7,50,6.1,43.9,17.4,11.2
